Date,Cap,min,max
2013-06-21,0.0,0.0,0.0
2013-06-22,0.0,0.0,0.0
2013-06-23,0.0,0.0,0.0
2013-06-24,0.0,0.0,0.0
2013-06-25,0.0,0.0,0.0
2013-06-26,0.0,0.0,0.0
2013-06-27,0.0,0.0,0.0
2013-06-28,0.0,0.0,0.0
2013-06-29,0.0,0.0,0.0
2013-06-30,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0
2013-07-02,0.0,0.0,0.0
2013-07-03,0.0,0.0,0.0
2013-07-04,0.0,0.0,0.0
2013-07-05,0.0,0.0,0.0
2013-07-06,0.0,0.0,0.0
2013-07-07,0.0,0.0,0.0
2013-07-08,0.0,0.0,0.0
2013-07-09,0.0,0.0,0.0
2013-07-10,0.0,0.0,0.0
2013-07-11,0.0,0.0,0.0
2013-07-12,0.0,0.0,0.0
2013-07-13,0.0,0.0,0.0
2013-07-14,0.0,0.0,0.0
2013-07-15,0.0,0.0,0.0
2013-07-16,0.0,0.0,0.0
2013-07-17,0.0,0.0,0.0
2013-07-18,0.0,0.0,0.0
2013-07-19,0.0,0.0,0.0
2013-07-20,0.0,0.0,0.0
2013-07-21,0.0,0.0,0.0
2013-07-22,0.0,0.0,0.0
2013-07-23,0.0,0.0,0.0
2013-07-24,0.0,0.0,0.0
2013-07-25,0.0,0.0,0.0
2013-07-26,0.0,0.0,0.0
2013-07-27,0.0,0.0,0.0
2013-07-28,0.0,0.0,0.0
2013-07-29,0.0,0.0,0.0
2013-07-30,0.0,0.0,0.0
2013-07-31,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0
2013-08-02,0.0,0.0,0.0
2013-08-03,0.0,0.0,0.0
2013-08-04,0.0,0.0,0.0
2013-08-05,0.0,0.0,0.0
2013-08-06,0.0,0.0,0.0
2013-08-07,0.0,0.0,0.0
2013-08-08,0.0,0.0,0.0
2013-08-09,0.0,0.0,0.0
2013-08-10,0.0,0.0,0.0
2013-08-11,0.0,0.0,0.0
2013-08-12,0.0,0.0,0.0
2013-08-13,0.0,0.0,0.0
2013-08-14,0.0,0.0,0.0
2013-08-15,0.0,0.0,0.0
2013-08-16,0.0,0.0,0.0
2013-08-17,0.0,0.0,0.0
2013-08-18,0.0,0.0,0.0
2013-08-19,0.0,0.0,0.0
2013-08-20,0.0,0.0,0.0
2013-08-21,0.0,0.0,0.0
2013-08-22,0.0,0.0,0.0
2013-08-23,0.0,0.0,0.0
2013-08-24,0.0,0.0,0.0
2013-08-25,0.0,0.0,0.0
2013-08-26,0.0,0.0,0.0
2013-08-27,0.0,0.0,0.0
2013-08-28,0.0,0.0,0.0
2013-08-29,0.0,0.0,0.0
2013-08-30,0.0,0.0,0.0
2013-08-31,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0
2013-09-02,0.0,0.0,0.0
2013-09-03,0.0,0.0,0.0
2013-09-04,0.0,0.0,0.0
2013-09-05,0.0,0.0,0.0
2013-09-06,0.0,0.0,0.0
2013-09-07,0.0,0.0,0.0
2013-09-08,0.0,0.0,0.0
2013-09-09,0.0,0.0,0.0
2013-09-10,0.0,0.0,0.0
2013-09-11,0.0,0.0,0.0
2013-09-12,0.0,0.0,0.0
2013-09-13,0.0,0.0,0.0
2013-09-14,0.0,0.0,0.0
2013-09-15,0.0,0.0,0.0
2013-09-16,0.0,0.0,0.0
2013-09-17,0.0,0.0,0.0
2013-09-18,0.0,0.0,0.0
2013-09-19,0.0,0.0,0.0
2013-09-20,0.0,0.0,0.0
2013-09-21,0.0,0.0,0.0
2013-09-22,0.0,0.0,0.0
2013-09-23,0.0,0.0,0.0
2013-09-24,0.0,0.0,0.0
2013-09-25,0.0,0.0,0.0
2013-09-26,0.0,0.0,0.0
2013-09-27,0.0,0.0,0.0
2013-09-28,0.0,0.0,0.0
2013-09-29,0.0,0.0,0.0
2013-09-30,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0
2013-10-02,0.0,0.0,0.0
2013-10-03,0.0,0.0,0.0
2013-10-04,0.0,0.0,0.0
2013-10-05,0.0,0.0,0.0
2013-10-06,0.0,0.0,0.0
2013-10-07,0.0,0.0,0.0
2013-10-08,0.0,0.0,0.0
2013-10-09,0.0,0.0,0.0
2013-10-10,0.0,0.0,0.0
2013-10-11,0.0,0.0,0.0
2013-10-12,0.0,0.0,0.0
2013-10-13,0.0,0.0,0.0
2013-10-14,0.0,0.0,0.0
2013-10-15,0.0,0.0,0.0
2013-10-16,0.0,0.0,0.0
2013-10-17,0.0,0.0,0.0
2013-10-18,0.0,0.0,0.0
2013-10-19,0.0,0.0,0.0
2013-10-20,0.0,0.0,0.0
2013-10-21,0.0,0.0,0.0
2013-10-22,0.0,0.0,0.0
2013-10-23,0.0,0.0,0.0
2013-10-24,0.0,0.0,0.0
2013-10-25,0.0,0.0,0.0
2013-10-26,0.0,0.0,0.0
2013-10-27,0.0,0.0,0.0
2013-10-28,0.0,0.0,0.0
2013-10-29,0.0,0.0,0.0
2013-10-30,0.0,0.0,0.0
2013-10-31,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0
2013-11-02,0.0,0.0,0.0
2013-11-03,0.0,0.0,0.0
2013-11-04,0.0,0.0,0.0
2013-11-05,0.0,0.0,0.0
2013-11-06,0.0,0.0,0.0
2013-11-07,0.0,0.0,0.0
2013-11-08,0.0,0.0,0.0
2013-11-09,0.0,0.0,0.0
2013-11-10,0.0,0.0,0.0
2013-11-11,0.0,0.0,0.0
2013-11-12,0.0,0.0,0.0
2013-11-13,0.0,0.0,0.0
2013-11-14,0.0,0.0,0.0
2013-11-15,0.0,0.0,0.0
2013-11-16,0.0,0.0,0.0
2013-11-17,0.0,0.0,0.0
2013-11-18,0.0,0.0,0.0
2013-11-19,0.0,0.0,0.0
2013-11-20,0.0,0.0,0.0
2013-11-21,0.0,0.0,0.0
2013-11-22,0.0,0.0,0.0
2013-11-23,0.0,0.0,0.0
2013-11-24,0.0,0.0,0.0
2013-11-25,0.0,0.0,0.0
2013-11-26,0.0,0.0,0.0
2013-11-27,0.0,0.0,0.0
2013-11-28,0.0,0.0,0.0
2013-11-29,0.0,0.0,0.0
2013-11-30,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0
2013-12-02,0.0,0.0,
2013-12-03,0.0,0.0,
2013-12-04,0.0,0.0,
2013-12-05,0.0,0.0,
2013-12-06,0.0,0.0,
2013-12-07,0.0,0.0,
2013-12-08,0.0,0.0,
2013-12-09,0.0,0.0,
2013-12-10,0.0,0.0,
2013-12-11,0.0,0.0,
2013-12-12,0.0,0.0,
2013-12-13,0.0,0.0,
2013-12-14,0.0,0.0,
2013-12-15,0.0,0.0,
2013-12-16,0.0,0.0,
2013-12-17,0.0,0.0,
2013-12-18,0.0,0.0,
2013-12-19,0.0,0.0,
2013-12-20,0.0,0.0,
2013-12-21,0.0,0.0,
2013-12-22,0.0,0.0,
2013-12-23,0.0,0.0,
2013-12-24,0.0,0.0,
2013-12-25,0.0,0.0,
2013-12-26,0.0,0.0,
2013-12-27,82038157.76690648,,
2013-12-28,48908812.99941236,,
2013-12-29,33589493.16210943,,
2013-12-30,37310338.16601593,,
2013-12-31,31390884.2386016,,
2014-01-01,39029077.99676498,,
2014-01-02,103414819.65206908,,
2014-01-03,80580960.03967275,,
2014-01-04,63307050.11795042,,
2014-01-05,114884001.06445336,,
2014-01-06,156061062.61425778,,156061062.61425778
2014-01-07,136486476.2198488,,
2014-01-08,132625950.63415533,,
2014-01-09,86711227.70169851,,
2014-01-10,46924431.54806517,,
2014-01-11,76186156.54011708,,
2014-01-12,64182125.389099255,,
2014-01-13,67152997.81436169,,
2014-01-14,31244349.73175032,,
2014-01-15,44602234.41003405,,
2014-01-16,29680034.25500474,,
2014-01-17,53615556.07756057,,
2014-01-18,29179304.950361017,,
2014-01-19,38764868.96740733,,
2014-01-20,46365261.39265427,,
2014-01-21,41441390.47808826,,
2014-01-22,40029022.667419285,,
2014-01-23,35047719.99279782,,
2014-01-24,70466499.05229202,,
2014-01-25,47833698.21107292,,
2014-01-26,55824960.98179623,,
2014-01-27,74341207.01483162,,
2014-01-28,68243925.41665645,,
2014-01-29,28530581.574600063,,
2014-01-30,44198981.69012446,,
2014-01-31,25817327.138443016,,
2014-02-01,32549378.16767871,,
2014-02-02,19995778.02668757,19995778.02668757,
2014-02-03,21824637.994814005,,
2014-02-04,28439821.34426878,,
2014-02-05,36547444.19219971,,
2014-02-06,63967241.34155269,,
2014-02-07,138775207.45553595,,
2014-02-08,49750031.95128026,,
2014-02-09,51686607.578211844,,
2014-02-10,153746344.68356317,,
2014-02-11,105665967.2708588,,
2014-02-12,42487036.88958741,,
2014-02-13,64977484.22811904,,
2014-02-14,151519134.9505006,,
2014-02-15,44259662.95788562,,
2014-02-16,56044650.90090929,,
2014-02-17,49003138.27600085,,
2014-02-18,30321703.10646058,,
2014-02-19,26678475.575302176,,
2014-02-20,71629626.16928875,,
2014-02-21,64812380.70344535,,
2014-02-22,43591942.99687208,,
2014-02-23,48181658.68051154,,
2014-02-24,73082499.74957278,,
2014-02-25,165373444.16650376,,165373444.16650376
2014-02-26,84803956.06143178,,
2014-02-27,35415071.034403585,,
2014-02-28,40803462.47810375,,
2014-03-01,28372691.715408098,,
2014-03-02,17642164.488113582,,
2014-03-03,128297957.20684819,,
2014-03-04,117396784.96279915,,
2014-03-05,40462340.27226253,,
2014-03-06,29143861.897811886,,
2014-03-07,45803829.35326574,,
2014-03-08,29133477.70758073,,
2014-03-09,26451697.66892797,,
2014-03-10,30033139.37254082,,
2014-03-11,21337118.830970556,,
2014-03-12,38336231.154023215,,
2014-03-13,19535664.13138849,,
2014-03-14,19099993.248375025,,
2014-03-15,11204459.074775696,11204459.074775696,
2014-03-16,13939980.579979248,,
2014-03-17,25864750.640151914,,
2014-03-18,56811798.465802364,,
2014-03-19,54261494.66366981,,
2014-03-20,41071403.89158252,,
2014-03-21,64229854.411292,,
2014-03-22,27478713.221574884,,
2014-03-23,15755180.079765309,,
2014-03-24,36527626.99885559,,
2014-03-25,24102581.435587343,,
2014-03-26,28446377.018419422,,
2014-03-27,94002186.87496129,,
2014-03-28,84461519.58425894,,
2014-03-29,18010227.13511253,,
2014-03-30,57061026.56742881,,
2014-03-31,39540815.564346425,,
2014-04-01,46213741.257993676,,
2014-04-02,69015405.208992,,
2014-04-03,55160111.73780764,,
2014-04-04,31788717.934001856,,
2014-04-05,18205645.16049367,,
2014-04-06,17393977.45806502,,
2014-04-07,22322958.433725294,,
2014-04-08,16672817.615426417,,
2014-04-09,17678322.473129243,,
2014-04-10,74026663.59698501,,
2014-04-11,84454085.73335263,,
2014-04-12,29898382.775757898,,
2014-04-13,33084467.41807574,,
2014-04-14,74497188.53747526,,
2014-04-15,80418898.86427315,,
2014-04-16,91557816.02015306,,
2014-04-17,55337224.41347587,,
2014-04-18,34927170.91784569,,
2014-04-19,33645659.25375747,,
2014-04-20,24429325.20790334,,
2014-04-21,24010987.001014687,,
2014-04-22,20304920.297057565,,
2014-04-23,16484577.50227856,,
2014-04-24,22507767.584594835,,
2014-04-25,70046843.88238226,,
2014-04-26,19797728.94753084,,
2014-04-27,18335031.75354888,,
2014-04-28,31554176.25745293,,
2014-04-29,23722916.649099424,,
2014-04-30,27158589.13911912,,
2014-05-01,20478810.340505622,,
2014-05-02,16311334.561040992,,
2014-05-03,15314082.011378832,,
2014-05-04,8811338.594211819,,
2014-05-05,13904006.089050293,,
2014-05-06,19121269.670660034,,
2014-05-07,25563525.174123663,,
2014-05-08,15609456.868284272,,
2014-05-09,16597291.491822036,,
2014-05-10,11971160.92414289,,
2014-05-11,17235044.152679086,,
2014-05-12,11900732.451780565,,
2014-05-13,12258567.362287657,,
2014-05-14,15997684.857177945,,
2014-05-15,14623650.657897975,,
2014-05-16,12993766.66205173,,
2014-05-17,8157432.838765215,,
2014-05-18,8093036.255599908,8093036.255599908,
2014-05-19,10976314.096207967,,
2014-05-20,49611507.48186821,,
2014-05-21,21167576.964652315,,
2014-05-22,48826325.83429115,,
2014-05-23,57991329.828344755,,
2014-05-24,22579146.132570393,,
2014-05-25,65110867.376189925,,65110867.376189925
2014-05-26,39188028.677544445,,
2014-05-27,52270754.10293311,,
2014-05-28,35536139.966450684,,
2014-05-29,34636863.82022916,,
2014-05-30,50516983.40581703,,
2014-05-31,29291845.097561125,,
2014-06-01,64931401.37169532,,
2014-06-02,61989017.61359602,,
2014-06-03,53616461.12894786,,
2014-06-04,49291322.68434051,,
2014-06-05,41894666.76293085,,
2014-06-06,27567753.38088208,,
2014-06-07,22855711.447457317,,
2014-06-08,18268964.600636728,,
2014-06-09,28253402.550905257,,
2014-06-10,27816380.88171676,,
2014-06-11,32905858.600249268,,
2014-06-12,59894007.52078822,,
2014-06-13,41815835.11597483,,
2014-06-14,45016175.255231336,,
2014-06-15,28677272.585727617,,
2014-06-16,35570623.10686891,,
2014-06-17,25310685.79765569,,
2014-06-18,26976975.89804308,,
2014-06-19,23597263.82710892,,
2014-06-20,28167072.334049165,,
2014-06-21,15661233.115385175,,
2014-06-22,15877105.90729315,,
2014-06-23,18915352.57470695,,
2014-06-24,19275828.27756692,,
2014-06-25,27392664.03429535,,
2014-06-26,21414019.66476105,,
2014-06-27,27311462.25396345,,
2014-06-28,19961547.986653443,,
2014-06-29,14208827.789225802,,
2014-06-30,56235712.028464265,,
2014-07-01,50206617.94153339,,
2014-07-02,38960675.80689042,,
2014-07-03,26183406.954629563,,
2014-07-04,28801610.46035392,,
2014-07-05,17230226.299132995,,
2014-07-06,15342760.457045827,,
2014-07-07,25773448.529737365,,
2014-07-08,16630914.631934756,,
2014-07-09,16368302.870355748,,
2014-07-10,23217273.859816913,,
2014-07-11,22149351.29806294,,
2014-07-12,21773888.817936227,,
2014-07-13,19317889.623579927,,
2014-07-14,19160652.145718176,,
2014-07-15,15580773.18806038,,
2014-07-16,19435136.634140126,,
2014-07-17,23189053.866328206,,
2014-07-18,20882700.02972802,,
2014-07-19,11949221.30858303,,
2014-07-20,9593132.233547734,9593132.233547734,
2014-07-21,14703770.772243686,,
2014-07-22,14033794.792844752,,
2014-07-23,14788863.949282937,,
2014-07-24,27581656.338469222,,
2014-07-25,18020315.404053263,,
2014-07-26,13964025.819422834,,
2014-07-27,11782754.340821048,,
2014-07-28,24091124.193193387,,
2014-07-29,14948467.274406588,,
2014-07-30,19955427.265956484,,
2014-07-31,29652113.78592279,,
2014-08-01,22871396.80617043,,
2014-08-02,11885562.202605473,,
2014-08-03,13048664.140328452,,
2014-08-04,13607463.833627567,,
2014-08-05,14331445.45732824,,
2014-08-06,18096334.21993639,,
2014-08-07,16887226.295143448,,
2014-08-08,15366021.986582762,,
2014-08-09,13234614.36763959,,
2014-08-10,10839648.389249496,,
2014-08-11,23639867.100852184,,
2014-08-12,22805146.465923592,,
2014-08-13,35912310.727957845,,
2014-08-14,43284642.976777665,,
2014-08-15,29767741.096631207,,
2014-08-16,26479116.787292544,,
2014-08-17,29621760.017525926,,
2014-08-18,61554472.08467577,,
2014-08-19,49701802.124676146,,
2014-08-20,60832445.26278786,,
2014-08-21,63627564.025464766,,63627564.025464766
2014-08-22,47709567.68031541,,
2014-08-23,31615974.46358749,,
2014-08-24,29438913.84457292,,
2014-08-25,29139847.808128603,,
2014-08-26,37008544.74287399,,
2014-08-27,32840985.285974134,,
2014-08-28,27205747.312917277,,
2014-08-29,23746028.78704545,,
2014-08-30,14603642.26304067,,
2014-08-31,54293895.00223103,,
2014-09-01,25152270.9972633,,
2014-09-02,28846809.54810843,,
2014-09-03,17633898.91496726,,
2014-09-04,33361098.818276845,,
2014-09-05,19906133.590784077,,
2014-09-06,16288698.016954863,,
2014-09-07,14141671.712937733,14141671.712937733,
2014-09-08,37578335.1629016,,
2014-09-09,27444790.534680147,,
2014-09-10,31379144.026399076,,
2014-09-11,24373343.366995856,,
2014-09-12,21082488.145204343,,
2014-09-13,22931636.364281546,,
2014-09-14,26008651.151475113,,
2014-09-15,26090165.970539156,,
2014-09-16,25097533.2785244,,
2014-09-17,31985406.563076433,,
2014-09-18,48777313.80980042,,
2014-09-19,46923016.61251386,,
2014-09-20,48167246.14359243,,
2014-09-21,33342903.172264576,,
2014-09-22,28996169.385782458,,
2014-09-23,55628704.03002034,,
2014-09-24,37304419.0091969,,
2014-09-25,34300879.05326847,,
2014-09-26,31300040.19346001,,
2014-09-27,20984002.842679914,,
2014-09-28,29645876.72784125,,
2014-09-29,37025967.81082636,,
2014-09-30,39556455.258168705,,
2014-10-01,30215659.483721554,,
2014-10-02,25808177.41737747,,
2014-10-03,35470191.67420352,,
2014-10-04,56803582.81148943,,
2014-10-05,95934671.62377506,,95934671.62377506
2014-10-06,93905296.97948188,,
2014-10-07,61023746.422562264,,
2014-10-08,64706942.62109949,,
2014-10-09,95800083.97068332,,
2014-10-10,52461571.90092039,,
2014-10-11,19381795.306813687,,
2014-10-12,22112323.523376387,,
2014-10-13,42259559.180755086,,
2014-10-14,49739957.48567748,,
2014-10-15,32855165.54625933,,
2014-10-16,33907410.18294643,,
2014-10-17,20069076.295228023,,
2014-10-18,15874284.183929874,,
2014-10-19,9597997.059744684,9597997.059744684,
2014-10-20,21836563.40580004,,
2014-10-21,18417286.749599446,,
2014-10-22,16722482.84338876,,
2014-10-23,32459120.966770925,,
2014-10-24,21252421.67353754,,
2014-10-25,21952265.96321738,,
2014-10-26,14941730.708323112,,
2014-10-27,17554841.316607304,,
2014-10-28,11750294.020991446,,
2014-10-29,22685878.14621872,,
2014-10-30,34978005.43901886,,
2014-10-31,17012990.29386831,,
2014-11-01,40051978.28142412,,
2014-11-02,12045337.799496474,,
2014-11-03,16533215.465494512,,
2014-11-04,19487483.30982813,,
2014-11-05,24840863.86730482,,
2014-11-06,23254624.469251018,,
2014-11-07,21194816.696292337,,
2014-11-08,11708645.229248324,,
2014-11-09,27920088.678296536,,
2014-11-10,36490836.688861124,,
2014-11-11,20594724.408449583,,
2014-11-12,57902913.60814882,,
2014-11-13,77109839.74329853,,77109839.74329853
2014-11-14,39869811.33102045,,
2014-11-15,21059962.012701966,,
2014-11-16,16131196.442544328,,
2014-11-17,48003839.823109336,,
2014-11-18,38537805.36688059,,
2014-11-19,23673544.772225473,,
2014-11-20,31499011.725105833,,
2014-11-21,35680453.97155215,,
2014-11-22,20163827.019579824,,
2014-11-23,20066452.009028547,,
2014-11-24,37252499.77159614,,
2014-11-25,33279433.862863943,,
2014-11-26,25624109.22325781,,
2014-11-27,18350657.213121645,,
2014-11-28,29148282.512869623,,
2014-11-29,21773147.910923358,,
2014-11-30,14652903.88976944,,
2014-12-01,18197034.362638105,,
2014-12-02,17875432.540693358,,
2014-12-03,17635996.99793626,,
2014-12-04,20502330.969921555,,
2014-12-05,20050416.88450322,,
2014-12-06,11446380.233890066,,
2014-12-07,10422125.174927372,10422125.174927372,
2014-12-08,25063623.68802946,,
2014-12-09,40197194.346298054,,
2014-12-10,20731716.70716344,,
2014-12-11,38008063.4822511,,
2014-12-12,22244230.058014397,,
2014-12-13,16073720.38050131,,
2014-12-14,15466246.532550074,,
2014-12-15,23847772.88522439,,
2014-12-16,44467076.77846514,,
2014-12-17,50712921.15425335,,
2014-12-18,51030613.1370469,,
2014-12-19,38734539.6427871,,
2014-12-20,30155577.964727174,,
2014-12-21,21428167.70133034,,
2014-12-22,30915175.912506994,,
2014-12-23,24252213.98842416,,
2014-12-24,21087809.678471114,,
2014-12-25,14674171.074407287,,
2014-12-26,22887405.37644991,,
2014-12-27,20596653.04801624,,
2014-12-28,16923091.341078117,,
2014-12-29,17719567.224694427,,
2014-12-30,17976253.07653231,,
2014-12-31,19657550.586201,,
2015-01-01,11241320.880408283,,
2015-01-02,12122564.122379448,,
2015-01-03,44329026.85875154,,
2015-01-04,67734205.34520607,,
2015-01-05,60132976.31948024,,
2015-01-06,30182605.2635411,,
2015-01-07,31600111.617966544,,
2015-01-08,26689901.325351693,,
2015-01-09,25035444.84928157,,
2015-01-10,22110478.8448949,,
2015-01-11,22468604.39105068,,
2015-01-12,23251558.819935773,,
2015-01-13,83766061.68586534,,
2015-01-14,110497177.75493108,,
2015-01-15,91413380.27686718,,
2015-01-16,45423379.40918126,,
2015-01-17,26731493.77364412,,
2015-01-18,34701935.74037499,,
2015-01-19,21657632.46935008,,
2015-01-20,27732101.43796448,,
2015-01-21,33942781.58012234,,
2015-01-22,37720821.9228297,,
2015-01-23,28054660.384298407,,
2015-01-24,32208227.01799089,,
2015-01-25,45527491.957467854,,
2015-01-26,123543450.23192608,,123543450.23192608
2015-01-27,52072771.47392982,,
2015-01-28,51560608.016369045,,
2015-01-29,38196495.33937307,,
2015-01-30,30832180.40891543,,
2015-01-31,26388727.961388282,,
2015-02-01,34556580.40800163,,
2015-02-02,35565343.21414791,,
2015-02-03,46010643.860546656,,
2015-02-04,31877246.07388663,,
2015-02-05,29376266.84939876,,
2015-02-06,29545468.766551297,,
2015-02-07,24178824.209447417,,
2015-02-08,20105052.04017695,,
2015-02-09,32463110.98779364,,
2015-02-10,25219357.439537004,,
2015-02-11,20615378.67793415,,
2015-02-12,18138871.95970322,,
2015-02-13,47710337.99515217,,
2015-02-14,54720064.600446686,,
2015-02-15,62548477.27284229,,
2015-02-16,30955957.968393784,,
2015-02-17,30370416.810557596,,
2015-02-18,27693936.869978596,,
2015-02-19,20366139.448992867,,
2015-02-20,26903727.970119897,,
2015-02-21,14037261.725897254,,
2015-02-22,22118823.019120254,,
2015-02-23,18791990.778685547,,
2015-02-24,16827656.105764616,,
2015-02-25,13831973.923431981,13831973.923431981,
2015-02-26,16193299.565535778,,
2015-02-27,48166373.8853635,,
2015-02-28,16224485.47602796,,
2015-03-01,29046396.451743737,,
2015-03-02,44975962.16080406,,
2015-03-03,57519386.66416197,,
2015-03-04,47544164.64543867,,
2015-03-05,47209888.829300076,,
2015-03-06,32305464.417090017,,
2015-03-07,20759310.642252292,,
2015-03-08,24792992.546894986,,
2015-03-09,65120534.23832427,,
2015-03-10,74777445.77636723,,74777445.77636723
2015-03-11,38194469.19826393,,
2015-03-12,36093390.67442115,,
2015-03-13,34696918.48840984,,
2015-03-14,25667112.47670513,,
2015-03-15,13994685.808082366,,
2015-03-16,24506343.81134253,,
2015-03-17,24501254.750182644,,
2015-03-18,62755152.88373111,,
2015-03-19,59417354.46144515,,
2015-03-20,20718446.508881155,,
2015-03-21,20084930.784008123,,
2015-03-22,20733991.35032387,,
2015-03-23,26137122.878930468,,
2015-03-24,44067296.25268693,,
2015-03-25,40936479.35765411,,
2015-03-26,29085995.505876243,,
2015-03-27,19674035.15773483,,
2015-03-28,17830783.961953763,,
2015-03-29,24047251.919514723,,
2015-03-30,26308980.46681872,,
2015-03-31,26212297.21503316,,
2015-04-01,25786302.043572363,,
2015-04-02,28751943.279937293,,
2015-04-03,25838250.964125153,,
2015-04-04,14259941.048616001,,
2015-04-05,21676484.68461305,,
2015-04-06,22344281.488172375,,
2015-04-07,21427236.379709832,,
2015-04-08,33185444.41470305,,
2015-04-09,24526897.29431675,,
2015-04-10,32016200.042368323,,
2015-04-11,18606988.76772427,,
2015-04-12,13854658.64954322,13854658.64954322,
2015-04-13,33879648.15610817,,
2015-04-14,34785299.335045375,,
2015-04-15,24761104.064007975,,
2015-04-16,27030157.294631217,,
2015-04-17,22516099.036275845,,
2015-04-18,14243460.376645122,,
2015-04-19,16656871.364206756,,
2015-04-20,20624754.455540106,,
2015-04-21,27434467.800444663,,
2015-04-22,26400366.30495952,,
2015-04-23,19139064.91952527,,
2015-04-24,23595699.23870051,,
2015-04-25,15589066.23437323,,
2015-04-26,31276424.159077752,,
2015-04-27,41437945.202666655,,41437945.202666655
2015-04-28,23646899.832279656,,
2015-04-29,21359354.82380538,,
2015-04-30,37097358.17467604,,
2015-05-01,21257292.331935354,,
2015-05-02,13910427.151754571,,
2015-05-03,21085479.655206256,,
2015-05-04,23496917.467550997,,
2015-05-05,26093617.687076475,,
2015-05-06,31657119.784609728,,
2015-05-07,33447660.36774916,,
2015-05-08,29687874.092551976,,
2015-05-09,21701845.201908786,,
2015-05-10,17076653.233679425,,
2015-05-11,22744693.35364456,,
2015-05-12,22166662.266915563,,
2015-05-13,30675157.061356634,,
2015-05-14,26834894.235420126,,
2015-05-15,17970482.063220594,,
2015-05-16,12457363.744221264,,
2015-05-17,12411270.625971884,12411270.625971884,
2015-05-18,19335665.18091046,,
2015-05-19,17522262.526424006,,
2015-05-20,17946996.743974492,,
2015-05-21,17930732.04743164,,
2015-05-22,34312702.36595688,,
2015-05-23,19447061.721964348,,
2015-05-24,14513522.635334797,,
2015-05-25,17431811.965586238,,
2015-05-26,19810257.780602038,,
2015-05-27,23262522.216298506,,
2015-05-28,18634610.851357862,,
2015-05-29,20999614.218906123,,
2015-05-30,17471824.00808354,,
2015-05-31,18120912.97191462,,
2015-06-01,30052788.624965373,,
2015-06-02,24008229.321961995,,
2015-06-03,20294278.704861697,,
2015-06-04,16647703.77401966,,
2015-06-05,20494050.403714884,,
2015-06-06,13095904.261274055,,
2015-06-07,15284708.610436482,,
2015-06-08,26261361.823101614,,
2015-06-09,31124150.98119092,,
2015-06-10,18549648.451093808,,
2015-06-11,17873130.62144506,,
2015-06-12,16500405.315971948,,
2015-06-13,17052489.48088884,,
2015-06-14,17517283.43175302,,
2015-06-15,23902111.78743772,,
2015-06-16,56557605.669814356,,
2015-06-17,63393581.90945787,,
2015-06-18,43179283.602181725,,
2015-06-19,35832447.61500073,,
2015-06-20,29172619.387522843,,
2015-06-21,15632261.205349289,,
2015-06-22,22714583.613368794,,
2015-06-23,19386137.59240791,,
2015-06-24,23062545.761979878,,
2015-06-25,22009058.806332886,,
2015-06-26,17539109.62924546,,
